group,file,time_sec,confidence,uncertainty,matches_catalog,needs_review
S12_GradeB,xa.s12.00.mhz.1975-05-20HR00_evid00652,28730.0,0.3979,0.0602,,True
S12_GradeB,xa.s12.00.mhz.1975-05-20HR00_evid00652,57459.9,0.3539,0.0535,,True
S12_GradeB,xa.s12.00.mhz.1975-05-20HR00_evid00652,62927.7,0.4815,0.0119,,False
S12_GradeB,xa.s12.00.mhz.1975-06-15HR00_evid00660,13766.0,0.6961,0.0078,,False
S12_GradeB,xa.s12.00.mhz.1975-06-15HR00_evid00660,84286.8,0.5432,0.0467,,False
S12_GradeB,xa.s12.00.mhz.1975-06-17HR00_evid00662,289.8,0.7796,0.0192,,False
S12_GradeB,xa.s12.00.mhz.1975-06-17HR00_evid00662,24585.7,0.372,0.0366,,False
S12_GradeB,xa.s12.00.mhz.1975-06-17HR00_evid00662,43887.1,0.8662,0.0027,,False
S12_GradeB,xa.s12.00.mhz.1975-06-17HR00_evid00662,62695.8,0.563,0.0132,,False
S12_GradeB,xa.s12.00.mhz.1975-06-17HR00_evid00662,80934.6,0.3913,0.0439,,False
S12_GradeB,xa.s12.00.mhz.1977-04-11HR00_evid00915,289.8,0.877,0.0053,,False
S12_GradeB,xa.s12.00.mhz.1977-04-11HR00_evid00915,47925.1,0.6801,0.0318,,False
S12_GradeB,xa.s12.00.mhz.1977-04-24HR00_evid00923,289.8,0.8562,0.0085,,False
S12_GradeB,xa.s12.00.mhz.1977-04-24HR00_evid00923,41365.7,0.7018,0.048,,False
S12_GradeB,xa.s12.00.mhz.1977-04-24HR00_evid00923,58213.4,0.7379,0.0132,,False
S12_GradeB,xa.s12.00.mhz.1977-04-24HR00_evid00923,84151.5,0.2826,0.009,,True
S12_GradeB,xa.s12.00.mhz.1977-04-26HR00_evid00924,289.8,0.8813,0.0034,,False
S12_GradeB,xa.s12.00.mhz.1977-04-26HR00_evid00924,25368.2,0.2941,0.0276,,True
S12_GradeB,xa.s12.00.mhz.1977-04-26HR00_evid00924,36622.5,0.4186,0.0383,,False
S12_GradeB,xa.s12.00.mhz.1977-04-26HR00_evid00924,76664.8,0.3058,0.027,,False
S12_GradeB,xa.s12.00.mhz.1977-07-19HR00_evid00991,289.8,0.8839,0.0027,,False
S12_GradeB,xa.s12.00.mhz.1977-07-19HR00_evid00991,30961.5,0.637,0.0423,,False
S12_GradeB,xa.s12.00.mhz.1977-07-19HR00_evid00991,32999.8,0.6796,0.0492,,False
S12_GradeB,xa.s12.00.mhz.1977-07-19HR00_evid00991,43259.2,0.6711,0.0322,,False
S12_GradeB,xa.s12.00.mhz.1977-07-19HR00_evid00991,74413.9,0.886,0.0051,,False
S12_GradeB,xa.s12.00.mhz.1977-07-19HR00_evid00991,83098.6,0.3935,0.0271,,False
S12_GradeB,xa.s12.00.mhz.1977-09-13HR00_evid01012,289.8,0.8961,0.0022,,False
S12_GradeB,xa.s12.00.mhz.1977-09-13HR00_evid01012,11061.1,0.7303,0.0501,,True
S12_GradeB,xa.s12.00.mhz.1977-09-13HR00_evid01012,40989.0,0.6163,0.0346,,False
S12_GradeB,xa.s12.00.mhz.1977-09-13HR00_evid01012,73814.9,0.897,0.0025,,False
S12_GradeB,xa.s12.00.mhz.1977-09-13HR00_evid01012,76346.0,0.3609,0.0385,,False
S12_GradeB,xa.s12.00.mhz.1977-09-13HR00_evid01012,81156.8,0.8291,0.0469,,False
S12_GradeB,xa.s12.00.mhz.1977-09-13HR00_evid01012,83040.6,0.7707,0.0102,,False
S15_GradeA,xa.s15.00.mhz.1973-04-04HR00_evid00098,5651.3,0.6754,0.0467,,False
S15_GradeA,xa.s15.00.mhz.1973-04-04HR00_evid00098,7738.0,0.7404,0.0551,,True
S15_GradeA,xa.s15.00.mhz.1973-04-04HR00_evid00098,31193.4,0.5126,0.0414,,False
S15_GradeA,xa.s15.00.mhz.1973-04-04HR00_evid00098,33077.1,0.5557,0.0232,,False
S15_GradeA,xa.s15.00.mhz.1973-04-04HR00_evid00098,49712.3,0.6612,0.0401,,False
S15_GradeA,xa.s15.00.mhz.1973-04-04HR00_evid00098,66241.2,0.8046,0.0102,,False
S15_GradeA,xa.s15.00.mhz.1973-08-10HR00_evid00126,289.8,0.8674,0.0038,,False
S15_GradeA,xa.s15.00.mhz.1973-08-10HR00_evid00126,64666.6,0.7915,0.0167,,False
S15_GradeA,xa.s15.00.mhz.1973-08-10HR00_evid00126,75978.9,0.5541,0.0185,,False
S15_GradeA,xa.s15.00.mhz.1973-10-27HR00_evid00134,289.8,0.8761,0.003,,False
S15_GradeA,xa.s15.00.mhz.1973-10-27HR00_evid00134,40245.1,0.5181,0.0247,,False
S15_GradeA,xa.s15.00.mhz.1974-10-19HR00_evid00157,289.8,0.8658,0.0157,,False
S15_GradeA,xa.s15.00.mhz.1974-10-19HR00_evid00157,13882.0,0.2804,0.0125,,True
S15_GradeA,xa.s15.00.mhz.1974-10-19HR00_evid00157,48417.8,0.3498,0.0579,,True
S15_GradeA,xa.s15.00.mhz.1974-10-19HR00_evid00157,70511.1,0.8781,0.0054,,False
S15_GradeA,xa.s15.00.mhz.1974-10-19HR00_evid00157,80451.6,0.4801,0.0289,,False
S15_GradeA,xa.s15.00.mhz.1974-11-17HR00_evid00162,289.8,0.8678,0.0023,,False
S15_GradeA,xa.s15.00.mhz.1974-11-17HR00_evid00162,35405.3,0.4462,0.0326,,False
S15_GradeA,xa.s15.00.mhz.1974-11-17HR00_evid00162,71593.1,0.3915,0.0089,,False
S15_GradeA,xa.s15.00.mhz.1974-11-21HR00_evid00166,289.8,0.9089,0.0043,,False
S15_GradeA,xa.s15.00.mhz.1974-11-21HR00_evid00166,47828.5,0.6485,0.0142,,False
S15_GradeA,xa.s15.00.mhz.1974-11-21HR00_evid00166,62251.5,0.347,0.0193,,False
S15_GradeA,xa.s15.00.mhz.1974-12-15HR00_evid00169,289.8,0.8865,0.0028,,False
S15_GradeA,xa.s15.00.mhz.1974-12-15HR00_evid00169,14268.4,0.7232,0.0079,,False
S15_GradeA,xa.s15.00.mhz.1974-12-15HR00_evid00169,20412.4,0.7023,0.0139,,False
S15_GradeA,xa.s15.00.mhz.1974-12-15HR00_evid00169,25532.4,0.5601,0.0243,,False
S15_GradeA,xa.s15.00.mhz.1974-12-15HR00_evid00169,32806.6,0.8057,0.0037,,False
S15_GradeA,xa.s15.00.mhz.1974-12-15HR00_evid00170,289.8,0.8876,0.0017,,False
S15_GradeA,xa.s15.00.mhz.1974-12-15HR00_evid00170,14268.4,0.7245,0.007,,False
S15_GradeA,xa.s15.00.mhz.1974-12-15HR00_evid00170,20412.4,0.7123,0.0058,,False
S15_GradeA,xa.s15.00.mhz.1974-12-15HR00_evid00170,32797.0,0.8019,0.0036,,False
S15_GradeA,xa.s15.00.mhz.1975-04-12HR00_evid00190,289.8,0.8594,0.0054,,False
S15_GradeA,xa.s15.00.mhz.1975-04-12HR00_evid00190,3265.2,0.3231,0.0227,,False
S15_GradeA,xa.s15.00.mhz.1975-04-12HR00_evid00190,8375.5,0.4961,0.0685,,True
S15_GradeA,xa.s15.00.mhz.1975-04-12HR00_evid00190,34168.8,0.3659,0.0211,,False
S15_GradeA,xa.s15.00.mhz.1975-04-12HR00_evid00190,65526.3,0.8671,0.011,,False
S15_GradeA,xa.s15.00.mhz.1975-06-22HR00_evid00194,289.8,0.8687,0.0057,,False
S15_GradeA,xa.s15.00.mhz.1975-06-22HR00_evid00194,25001.1,0.4319,0.0118,,False
S15_GradeA,xa.s15.00.mhz.1975-06-22HR00_evid00194,71612.4,0.3977,0.0077,,False
S15_GradeB,xa.s15.00.mhz.1974-02-06HR00_evid00497,289.8,0.8955,0.0036,,False
S15_GradeB,xa.s15.00.mhz.1974-02-06HR00_evid00497,3139.6,0.6032,0.0159,,False
S15_GradeB,xa.s15.00.mhz.1974-02-06HR00_evid00497,35869.0,0.616,0.0596,,True
S15_GradeB,xa.s15.00.mhz.1974-02-06HR00_evid00497,51596.1,0.4258,0.0262,,False
S15_GradeB,xa.s15.00.mhz.1974-02-06HR00_evid00497,59450.0,0.3877,0.0388,,False
S15_GradeB,xa.s15.00.mhz.1974-06-16HR00_evid00536,289.8,0.8851,0.0039,,False
S15_GradeB,xa.s15.00.mhz.1974-06-16HR00_evid00536,40196.8,0.3861,0.0308,,False
S15_GradeB,xa.s15.00.mhz.1974-06-16HR00_evid00536,70356.5,0.4667,0.0101,,False
S15_GradeB,xa.s15.00.mhz.1974-06-30HR00_evid00542,289.8,0.8863,0.003,,False
S15_GradeB,xa.s15.00.mhz.1974-06-30HR00_evid00542,27841.2,0.5792,0.0243,,False
S15_GradeB,xa.s15.00.mhz.1974-06-30HR00_evid00542,30864.9,0.3573,0.0174,,False
S15_GradeB,xa.s15.00.mhz.1974-08-04HR00_evid00557,289.8,0.9108,0.0038,,False
S15_GradeB,xa.s15.00.mhz.1974-08-04HR00_evid00557,15640.2,0.4586,0.0432,,False
S15_GradeB,xa.s15.00.mhz.1975-05-20HR00_evid00653,289.8,0.9025,0.0035,,False
S15_GradeB,xa.s15.00.mhz.1975-05-20HR00_evid00653,11843.6,0.4735,0.0445,,False
S15_GradeB,xa.s15.00.mhz.1975-05-20HR00_evid00653,63352.8,0.755,0.0181,,False
S15_GradeB,xa.s15.00.mhz.1975-05-20HR00_evid00653,83784.5,0.5289,0.0178,,False
S16_GradeA,xa.s16.00.mhz.1972-09-10HR00_evid00075,289.8,0.8806,0.0049,,False
S16_GradeA,xa.s16.00.mhz.1972-09-10HR00_evid00075,46669.3,0.8048,0.0123,,False
S16_GradeA,xa.s16.00.mhz.1972-09-10HR00_evid00075,63961.4,0.7835,0.0201,,False
S16_GradeA,xa.s16.00.mhz.1972-09-10HR00_evid00075,71979.5,0.5291,0.0388,,False
S16_GradeA,xa.s16.00.mhz.1972-11-06HR00_evid00079,289.8,0.8751,0.0019,,False
S16_GradeA,xa.s16.00.mhz.1972-11-06HR00_evid00079,15611.2,0.8313,0.0097,,False
S16_GradeA,xa.s16.00.mhz.1972-11-08HR00_evid00080,289.8,0.8912,0.0103,,False
S16_GradeA,xa.s16.00.mhz.1972-11-08HR00_evid00080,67352.2,0.8238,0.003,,False
S16_GradeA,xa.s16.00.mhz.1972-11-14HR00_evid00081,289.8,0.7575,0.036,,False
S16_GradeA,xa.s16.00.mhz.1972-11-14HR00_evid00081,27860.5,0.8234,0.0046,,False
S16_GradeA,xa.s16.00.mhz.1972-11-14HR00_evid00081,69999.1,0.4106,0.0142,,False
S16_GradeA,xa.s16.00.mhz.1973-07-31HR00_evid00123,35521.2,0.6534,0.0104,,False
S16_GradeA,xa.s16.00.mhz.1974-05-19HR00_evid00146,16490.3,0.2805,0.0304,,True
S16_GradeA,xa.s16.00.mhz.1974-05-19HR00_evid00146,69235.9,0.8091,0.0079,,False
S16_GradeA,xa.s16.00.mhz.1974-11-11HR00_evid00160,289.8,0.8777,0.0026,,False
S16_GradeA,xa.s16.00.mhz.1974-11-11HR00_evid00160,5776.9,0.2915,0.0403,,True
S16_GradeA,xa.s16.00.mhz.1974-11-11HR00_evid00160,43858.1,0.3017,0.0228,,False
S16_GradeA,xa.s16.00.mhz.1974-11-11HR00_evid00160,57856.0,0.5025,0.0215,,False
S16_GradeA,xa.s16.00.mhz.1974-11-11HR00_evid00160,61092.2,0.4911,0.0146,,False
S16_GradeA,xa.s16.00.mhz.1974-11-11HR00_evid00160,75437.9,0.4035,0.0482,,False
S16_GradeA,xa.s16.00.mhz.1974-12-12HR02_evid00168,289.8,0.546,0.0286,,False
S16_GradeA,xa.s16.00.mhz.1974-12-12HR02_evid00168,7718.6,0.439,0.017,,False
S16_GradeA,xa.s16.00.mhz.1974-12-12HR02_evid00168,55411.9,0.4946,0.0339,,False
S16_GradeA,xa.s16.00.mhz.1974-12-15HR00_evid00172,289.8,0.8837,0.0036,,False
S16_GradeA,xa.s16.00.mhz.1974-12-15HR00_evid00172,32826.0,0.8349,0.0051,,False
S16_GradeA,xa.s16.00.mhz.1974-12-15HR00_evid00172,41713.5,0.3852,0.0342,,False
S16_GradeA,xa.s16.00.mhz.1974-12-25HR00_evid00174,289.8,0.8981,0.0035,,False
S16_GradeA,xa.s16.00.mhz.1974-12-25HR00_evid00174,52417.2,0.6375,0.0496,,False
S16_GradeA,xa.s16.00.mhz.1974-12-25HR00_evid00174,76906.3,0.7709,0.008,,False
S16_GradeA,xa.s16.00.mhz.1975-02-19HR00_evid00180,289.8,0.8036,0.0076,,False
S16_GradeA,xa.s16.00.mhz.1975-02-19HR00_evid00180,3197.6,0.7318,0.0259,,False
S16_GradeA,xa.s16.00.mhz.1975-02-19HR00_evid00180,74771.3,0.4461,0.0219,,False
S16_GradeA,xa.s16.00.mhz.1975-02-19HR00_evid00180,83407.7,0.7899,0.0165,,False
S16_GradeA,xa.s16.00.mhz.1975-03-26HR00_evid00186,289.8,0.8644,0.0088,,False
S16_GradeA,xa.s16.00.mhz.1975-03-26HR00_evid00186,43230.2,0.4657,0.0284,,False
S16_GradeA,xa.s16.00.mhz.1975-03-26HR00_evid00186,67371.5,0.6885,0.0144,,False
