station,time_utc,epoch,confidence,loc,valid_frac,day
S16,1974-01-14T11:33:04,127395184.75,0.4791,00,1.0,1974-01-14
S16,1974-01-14T12:55:11,127400111.55,0.4654,00,1.0,1974-01-14
S16,1974-01-24T22:47:32,128299652.08,0.7032,00,0.9517,1974-01-24
S16,1974-01-28T07:51:12,128591472.75,0.6665,00,0.9554,1974-01-28
S16,1974-02-11T14:16:49,129824209.36,0.5006,00,1.0,1974-02-11
S16,1974-02-11T14:49:49,129826189.74,0.432,00,1.0,1974-02-11
S16,1974-02-12T07:08:42,129884922.42,0.5546,00,1.0,1974-02-12
S16,1974-02-12T09:29:54,129893394.57,0.4295,00,1.0,1974-02-12
S16,1974-02-12T10:23:02,129896582.49,0.4159,00,1.0,1974-02-12
S16,1974-02-12T11:44:11,129901451.32,0.4474,00,1.0,1974-02-12
S16,1974-02-12T13:16:46,129907006.04,0.4875,00,1.0,1974-02-12
S16,1974-02-13T02:27:25,129954445.74,0.4987,00,1.0,1974-02-13
S16,1974-02-27T22:36:35,131236595.17,0.6648,00,0.9572,1974-02-27
S16,1974-02-28T03:20:14,131253614.34,0.4353,00,1.0,1974-02-28
S16,1974-03-13T08:28:43,132395323.62,0.5106,00,1.0,1974-03-13
S16,1974-03-13T08:58:50,132397130.11,0.5046,00,1.0,1974-03-13
S16,1974-03-14T11:22:36,132492156.83,0.4434,00,1.0,1974-03-14
S16,1974-03-14T12:03:49,132494629.89,0.5576,00,1.0,1974-03-14
S16,1974-03-29T16:46:14,133807574.19,0.4318,00,1.0,1974-03-29
S16,1974-04-12T06:44:43,134981083.02,0.4871,00,1.0,1974-04-12
S16,1974-04-12T07:45:34,134984734.64,0.4697,00,1.0,1974-04-12
S16,1974-04-12T08:27:26,134987246.34,0.4815,00,1.0,1974-04-12
S16,1974-04-12T10:04:21,134993061.89,0.4627,00,1.0,1974-04-12
S16,1974-04-12T10:42:41,134995361.06,0.4611,00,1.0,1974-04-12
S16,1974-04-12T12:45:02,135002702.94,0.5103,00,1.0,1974-04-12
S16,1974-05-12T13:26:44,137597204.98,0.457,00,1.0,1974-05-12
S16,1974-05-18T00:49:51,138070191.55,0.745,00,0.933,1974-05-18
S16,1974-05-27T16:14:40,138903280.75,0.4105,00,1.0,1974-05-27
S16,1974-06-10T16:23:51,140113431.4,0.421,00,1.0,1974-06-10
S16,1974-06-10T17:13:26,140116406.79,0.4984,00,1.0,1974-06-10
S16,1974-06-30T09:24:55,141816295.09,0.618,00,0.9678,1974-06-30
S16,1974-07-09T11:35:20,142601720.0,0.5435,00,1.0,1974-07-09
S16,1974-07-25T13:30:07,143991007.85,0.4261,00,1.0,1974-07-25
S16,1974-08-05T06:41:10,144916870.49,0.5473,00,0.9474,1974-08-05
S16,1974-08-08T07:47:01,145180021.58,0.4818,00,1.0,1974-08-08
S16,1974-08-08T09:30:04,145186204.23,0.4512,00,1.0,1974-08-08
S16,1974-08-08T10:24:10,145189450.11,0.4552,00,1.0,1974-08-08
S16,1974-08-08T13:08:04,145199284.38,0.3549,00,1.0,1974-08-08
S16,1974-08-14T17:57:14,145735034.42,0.7966,00,1.0,1974-08-14
S16,1974-09-06T12:57:07,147704227.47,0.4669,00,1.0,1974-09-06
S16,1974-09-07T11:34:12,147785652.38,0.5034,00,1.0,1974-09-07
S16,1974-09-07T12:26:03,147788763.02,0.4754,00,1.0,1974-09-07
S16,1974-09-07T13:07:45,147791265.06,0.4454,00,1.0,1974-09-07
S16,1974-09-22T12:31:21,149085081.81,0.4177,00,1.0,1974-09-22
S16,1974-10-06T08:48:51,150281331.17,0.4858,00,1.0,1974-10-06
S16,1974-10-06T10:00:39,150285639.7,0.4187,00,1.0,1974-10-06
S16,1974-10-06T11:05:52,150289552.15,0.319,00,1.0,1974-10-06
S16,1974-10-06T11:35:58,150291358.64,0.4331,00,1.0,1974-10-06
S16,1974-10-06T12:13:39,150293619.17,0.4782,00,1.0,1974-10-06
S16,1974-10-07T01:40:05,150342005.58,0.4221,00,1.0,1974-10-07
S16,1974-10-07T02:18:15,150344295.09,0.4003,00,1.0,1974-10-07
S16,1974-10-11T03:03:48,150692628.98,0.6302,00,0.9826,1974-10-11
S16,1974-10-22T01:24:18,151637058.87,0.4317,00,0.9248,1974-10-22
S16,1974-11-21T13:15:09,154271709.43,0.6364,00,1.0,1974-11-21
S16,1974-11-29T13:49:27,154964967.09,0.4122,00,1.0,1974-11-29
S16,1974-11-29T19:38:50,154985930.11,0.4904,00,1.0,1974-11-29
S16,1974-11-29T20:21:30,154988490.11,0.436,00,1.0,1974-11-29
S16,1974-11-29T23:02:11,154998131.17,0.5082,00,1.0,1974-11-29
S16,1974-11-30T00:37:37,155003857.36,0.4955,00,1.0,1974-11-30
S16,1974-11-30T01:58:07,155008687.55,0.4898,00,1.0,1974-11-30
S16,1974-12-09T09:29:54,155813394.57,0.5539,00,1.0,1974-12-09
S16,1974-12-19T04:46:03,156660363.32,0.6488,00,0.9819,1974-12-19
S16,1974-12-20T06:10:25,156751825.36,0.4871,00,1.0,1974-12-20
S16,1975-01-03T01:46:51,157945611.32,0.5254,00,1.0,1975-01-03
S16,1975-01-03T10:15:18,157976118.79,0.4098,00,1.0,1975-01-03
S16,1975-01-18T21:20:06,159312006.49,0.396,00,1.0,1975-01-18
S16,1975-02-02T01:14:29,160535669.58,0.4916,00,1.0,1975-02-02
S16,1975-02-02T01:56:01,160538161.96,0.4862,00,1.0,1975-02-02
S16,1975-02-02T02:57:22,160541842.57,0.4842,00,1.0,1975-02-02
S16,1975-02-17T11:45:09,161869509.28,0.4538,00,1.0,1975-02-17
S16,1975-02-27T10:16:36,162728196.08,0.4594,00,0.9014,1975-02-27
S16,1975-03-19T01:25:55,164424355.47,0.3519,00,1.0,1975-03-19
S16,1975-04-02T04:40:05,165645605.89,0.5496,00,1.0,1975-04-02
S16,1975-04-02T06:23:08,165651788.53,0.4723,00,1.0,1975-04-02
S16,1975-04-05T02:55:07,165898507.32,0.4664,00,0.9394,1975-04-05
S16,1975-04-12T18:14:37,166558477.74,0.4811,00,1.0,1975-04-12
S16,1975-04-17T13:51:42,166974702.34,0.4618,00,1.0,1975-04-17
S16,1975-05-01T19:17:44,168203864.6,0.5205,00,1.0,1975-05-01
S16,1975-05-04T10:04:21,168429861.89,0.4155,00,1.0,1975-05-04
S16,1975-05-17T01:25:36,169521936.15,0.4215,00,1.0,1975-05-17
S16,1975-05-31T01:14:10,170730850.26,0.4854,00,1.0,1975-05-31
S16,1975-06-15T00:00:06,172022406.49,0.4643,00,0.9179,1975-06-15
S16,1975-07-13T15:04:38,174495878.49,0.5708,01,0.9245,1975-07-13
S16,1975-07-14T22:55:25,174610525.43,0.4517,01,1.0,1975-07-14
S16,1975-08-05T10:08:04,176465284.08,0.441,01,1.0,1975-08-05
S16,1975-08-13T09:52:46,177155566.34,0.4598,01,1.0,1975-08-13
S16,1975-08-16T08:04:24,177408264.91,0.4504,01,1.0,1975-08-16
S16,1975-08-29T21:15:36,178578936.0,0.6661,01,0.9646,1975-08-29
S16,1975-09-11T21:32:30,179703150.34,0.462,01,1.0,1975-09-11
S16,1975-09-17T01:49:25,180150565.89,0.6971,01,0.9319,1975-09-17
S16,1975-09-25T20:02:01,180907321.21,0.5494,01,1.0,1975-09-25
S16,1975-10-11T10:09:40,182254180.68,0.4904,01,1.0,1975-10-11
S16,1975-10-16T23:40:49,182734849.66,0.6854,01,0.9211,1975-10-16
S16,1975-10-29T15:17:12,183827832.0,0.4414,01,1.0,1975-10-29
S16,1975-10-31T01:20:56,183950456.0,0.6434,01,0.9266,1975-10-31
S16,1975-11-04T19:13:23,184360403.77,0.4185,01,0.9952,1975-11-04
S16,1975-11-05T09:45:31,184412731.62,0.5107,01,0.9056,1975-11-05
S16,1975-11-18T10:47:01,185539621.89,0.7283,01,0.9024,1975-11-18
S16,1975-11-19T04:41:23,185604083.17,0.476,01,1.0,1975-11-19
S16,1975-11-19T05:11:48,185605908.98,0.4495,01,1.0,1975-11-19
S16,1975-11-19T05:52:42,185608362.72,0.4328,01,1.0,1975-11-19
S16,1975-11-19T07:36:33,185614593.66,0.4012,01,1.0,1975-11-19
S16,1975-11-24T06:36:20,186042980.68,0.515,01,1.0,1975-11-24
S16,1975-11-24T07:14:20,186045260.53,0.5568,01,1.0,1975-11-24
S16,1975-11-26T07:30:55,186219055.55,0.6284,01,0.9449,1975-11-26
S16,1975-11-29T03:53:53,186465233.36,0.6227,01,0.9623,1975-11-29
S16,1975-11-30T19:40:07,186608407.4,0.7406,01,0.9101,1975-11-30
S16,1975-12-01T12:31:02,186669062.49,0.6621,01,0.9284,1975-12-01
S16,1975-12-06T01:01:07,187059667.77,0.4951,01,0.9277,1975-12-06
S16,1975-12-08T16:26:54,187288014.94,0.6811,01,0.9483,1975-12-08
S16,1975-12-26T15:46:01,188840761.21,0.7872,01,0.9298,1975-12-26
S16,1975-12-30T06:11:42,189151902.64,0.4682,01,1.0,1975-12-30
S16,1976-01-01T23:19:15,189386355.17,0.6503,01,0.9419,1976-01-01
S16,1976-01-08T05:23:24,189926604.53,0.4807,01,1.0,1976-01-08
S16,1976-01-08T20:46:17,189981977.81,0.4307,01,0.9179,1976-01-08
S16,1976-01-13T07:15:28,190365328.15,0.5018,01,1.0,1976-01-13
S16,1976-01-18T01:09:49,190775389.43,0.7647,01,0.9142,1976-01-18
S16,1976-01-22T14:20:12,191168412.23,0.4312,01,1.0,1976-01-22
S16,1976-01-22T14:59:48,191170788.68,0.4485,01,1.0,1976-01-22
S16,1976-01-25T16:10:00,191434200.6,0.5686,01,1.0,1976-01-25
S16,1976-01-26T03:04:08,191473448.3,0.6355,01,0.9186,1976-01-26
S16,1976-02-03T09:44:04,192188644.68,0.5976,01,1.0,1976-02-03
S16,1976-02-05T13:22:53,192374573.13,0.6022,01,0.9405,1976-02-05
S16,1976-02-10T15:05:46,192812746.11,0.6065,01,0.9113,1976-02-10
S16,1976-02-11T14:03:08,192895388.23,0.7409,01,0.9266,1976-02-11
S16,1976-02-17T15:45:51,193419951.55,0.7667,01,0.9273,1976-02-17
S16,1976-02-20T13:20:37,193670437.89,0.5597,01,1.0,1976-02-20
S16,1976-02-21T00:48:34,193711714.26,0.5429,01,1.0,1976-02-21
S16,1976-02-25T03:13:47,194066027.92,0.6978,01,0.9213,1976-02-25
S16,1976-02-26T04:12:53,194155973.28,0.7304,01,0.9229,1976-02-26
S16,1976-02-28T02:51:44,194323904.45,0.7045,01,0.9636,1976-02-28
S16,1976-02-29T04:14:49,194415289.21,0.7504,01,0.9232,1976-02-29
S16,1976-03-02T10:47:30,194611650.87,0.6893,01,0.9351,1976-03-02
S16,1976-03-03T05:36:17,194679377.36,0.7309,01,0.9394,1976-03-03
S16,1976-03-03T08:55:07,194691307.92,0.6163,01,0.9092,1976-03-03
S16,1976-03-28T05:37:15,196839435.32,0.6941,01,0.9181,1976-03-28
S16,1976-04-01T10:34:38,197202878.04,0.6865,01,0.9181,1976-04-01
S16,1976-04-12T17:40:20,198178820.08,0.6341,01,0.9367,1976-04-12
S16,1976-04-12T21:34:06,198192846.94,0.7255,01,0.9156,1976-04-12
S16,1976-04-22T22:26:16,199059976.91,0.7265,01,0.9314,1976-04-22
S16,1976-04-23T10:14:11,199102451.17,0.6958,01,0.933,1976-04-23
S16,1976-04-26T21:56:49,199403809.06,0.6291,01,0.9689,1976-04-26
S16,1976-05-05T10:35:36,200140536.0,0.4163,01,1.0,1976-05-05
S16,1976-05-09T04:16:16,200463376.15,0.7058,01,0.906,1976-05-09
S16,1976-05-13T19:44:08,200864648.91,0.5724,01,0.919,1976-05-13
S16,1976-05-16T12:46:49,201098809.21,0.6058,01,1.0,1976-05-16
S16,1976-05-22T01:10:57,201575457.06,0.7401,01,0.9204,1976-05-22
S16,1976-05-24T03:33:07,201756787.17,0.6863,01,0.9008,1976-05-24
S16,1976-05-27T08:51:16,202035076.08,0.7223,01,0.9339,1976-05-27
S16,1976-05-28T09:05:06,202122306.87,0.6291,01,0.9309,1976-05-28
S16,1976-05-28T10:35:16,202127716.68,0.6471,01,0.9556,1976-05-28
S16,1976-05-31T10:27:13,202386433.66,0.7338,01,0.9046,1976-05-31
S16,1976-06-01T12:09:28,202478968.0,0.7331,01,0.9501,1976-06-01
S16,1976-06-08T18:51:49,203107909.28,0.7165,01,0.9053,1976-06-08
S16,1976-06-09T21:06:35,203202395.02,0.5623,01,0.9225,1976-06-09
S16,1976-06-10T01:11:06,203217066.72,0.6113,01,0.9156,1976-06-10
S16,1976-06-13T02:54:38,203482478.34,0.4888,01,0.9604,1976-06-13
S16,1976-06-13T21:56:49,203551009.06,0.7291,01,0.955,1976-06-13
S16,1976-06-27T13:21:26,204729686.19,0.7191,01,0.9483,1976-06-27
S16,1976-06-28T11:36:27,204809787.62,0.6871,01,0.9216,1976-06-28
S16,1976-06-29T13:11:27,204901887.25,0.7713,01,0.9158,1976-06-29
S16,1976-07-01T13:21:55,205075315.17,0.7262,01,0.9284,1976-07-01
S16,1976-07-03T08:20:11,205230011.62,0.4616,01,1.0,1976-07-03
S16,1976-07-17T12:56:28,206456188.83,0.4641,01,1.0,1976-07-17
S16,1976-07-19T02:53:30,206592810.72,0.7087,01,0.9209,1976-07-19
S16,1976-07-20T03:02:12,206679732.38,0.6381,01,0.9282,1976-07-20
S16,1976-07-27T22:18:33,207353913.21,0.5345,01,0.912,1976-07-27
S16,1976-07-28T11:07:19,207400039.09,0.6839,01,0.9529,1976-07-28
S16,1976-08-01T19:17:15,207775035.62,0.4487,01,1.0,1976-08-01
S16,1976-08-11T08:42:44,208600964.08,0.4293,01,1.0,1976-08-11
S16,1976-08-22T08:12:56,209549576.91,0.6453,01,0.9415,1976-08-22
S16,1976-08-27T04:32:12,209968332.53,0.5172,01,1.0,1976-08-27
S16,1976-08-27T08:43:42,209983422.04,0.7301,01,0.9419,1976-08-27
S16,1976-08-27T10:36:04,209990164.98,0.7533,01,0.9209,1976-08-27
S16,1976-08-28T10:57:58,210077878.79,0.6966,01,0.9058,1976-08-28
S16,1976-08-31T05:07:47,210316067.47,0.4413,01,0.9968,1976-08-31
S16,1976-09-17T02:31:46,211775506.57,0.7552,01,0.9483,1976-09-17
S16,1976-09-21T09:45:12,212147112.3,0.6826,01,0.9369,1976-09-21
S16,1976-09-23T14:00:24,212335224.0,0.7203,01,0.925,1976-09-23
S16,1976-09-27T01:50:33,212637033.51,0.6309,01,0.96,1976-09-27
S16,1976-09-29T19:06:38,212871998.04,0.4755,01,1.0,1976-09-29
S16,1976-10-05T20:34:32,213395672.6,0.7358,01,0.9547,1976-10-05
S16,1976-10-16T04:46:22,214289182.64,0.7527,01,0.9563,1976-10-16
S16,1976-10-16T17:40:20,214335620.08,0.6612,01,0.9344,1976-10-16
S16,1976-10-17T02:42:33,214368153.81,0.719,01,0.9616,1976-10-17
S16,1976-10-18T02:53:11,214455191.4,0.7625,01,0.9001,1976-10-18
S16,1976-10-19T03:23:56,214543436.53,0.6025,01,1.0,1976-10-19
S16,1976-10-20T05:58:40,214639120.15,0.7287,01,0.9332,1976-10-20
S16,1976-10-22T00:05:54,214790754.26,0.6409,01,0.9234,1976-10-22
S16,1976-10-22T01:09:30,214794570.11,0.7085,01,0.96,1976-10-22
S16,1976-10-22T06:09:27,214812567.4,0.5976,01,0.9472,1976-10-22
S16,1976-10-24T09:14:36,214996476.83,0.6505,01,0.9655,1976-10-24
S16,1976-10-26T11:07:38,215176058.42,0.6596,01,0.9673,1976-10-26
S16,1976-10-28T12:30:43,215353843.17,0.6905,01,0.9435,1976-10-28
S16,1976-10-29T08:27:55,215425675.32,0.4945,01,1.0,1976-10-29
S16,1976-10-31T14:23:44,215619824.75,0.7021,01,0.9746,1976-10-31
S16,1976-11-02T12:38:07,215786287.55,0.6986,01,0.9335,1976-11-02
S16,1976-11-04T13:00:20,215960420.68,0.7474,01,0.9373,1976-11-04
S16,1976-11-05T13:53:28,216050008.6,0.6611,01,0.911,1976-11-05
S16,1976-11-12T08:50:47,216636647.09,0.4683,01,1.0,1976-11-12
S16,1976-11-13T12:40:51,216736851.77,0.7511,01,0.9312,1976-11-13
S16,1976-11-15T01:11:26,216868286.04,0.4529,01,1.0,1976-11-15
S16,1976-11-16T15:55:31,217007731.17,0.7091,01,0.9403,1976-11-16
S16,1976-11-17T13:43:00,217086180.68,0.5016,01,0.9865,1976-11-17
S16,1976-11-18T12:20:34,217167634.57,0.472,01,1.0,1976-11-18
S16,1976-11-19T04:46:32,217226792.3,0.6737,01,0.9593,1976-11-19
S16,1976-11-25T22:37:42,217809462.79,0.5495,01,0.9145,1976-11-25
S16,1976-12-01T12:10:06,218290206.64,0.6757,01,0.9316,1976-12-01
